Date,Keyword,SMS,Result
2025-03-07 00:00:00,지인,【부 고 】 어머니가 어제 지병으로 돌아가셨습니다. 장례식장 확인조회<  >,[부고]어머니가 어제 지병으로 돌아가셨습니다 장례식장 확인 조회[URL]
2025-03-07 00:00:00,지인,아버지의 지병은 완치되지 못하여 8월 14일 23시쯤 세상을 떠났습니다. 장례식장 주소:<  >,아버지의 지병은 완치되지 못하여 [DATE][TIME] 쯤 세상을 떠났습니다 장례식장 주소[URL]
2025-03-07 00:00:00,공공기관,[국제발신] [교통위반알림문자] 통지서안내문자가전달되었습니다 확인바람:,[국제발신][교통위반 알림 문자]통지서 안내 문자가 전달되었습니다 확인 바람[URL]
2025-03-07 00:00:00,공공기관,[교통민원 24] 위반도로교통 법 시행령의과태료 고지서 발송 완료,[교통민원24] 위반도로교통법 시행령의 과태료 고지서 발송 완료
2025-03-07 00:00:00,공공기관,[국제발신]{-경찰24-}도로교통법규위반과징금청구서가 전달되었습니다.확인하기:,[국제발신][경찰 24도로 교통법규 위반 과징금 청구서가 전달되었습니다 확인하기[URL]
2025-03-07 00:00:00,기타,[국제발신]teIegram 비정상 활동 감지 현재 이용중인 ID는 재인증 되지않을시 자동탈퇴,[국제발신]teIegram 비정상 활동 감지 현재 이용 중인 ID는 재인증되지 않을 시 자동 탈퇴
2025-03-07 00:00:00,기타,[국외발신]TeIegram회원님의 계정에 비정상적인 활동이 감지되었습니다 본인인증을 완료해 주시기 바랍니다,[국외 발신] TeIegram 회원님의 계정에 비정상적인 활동이 감지되었습니다 본인 인증을 완료해주시기 바랍니다
2025-03-07 00:00:00,기타,[국외발신](Telegram)텔레그램 계정에서 의심스러운 로그인 시도가 감지되었습니다 본인 확인 바랍니다.,[국외 발신] Telegram 텔레그램 계정에서 의심스러운 로그인 시도가 감지되었습니다 본인 확인 바랍니다
2025-03-07 00:00:00,기타,[국제발신]Te egram정   에 따라   정이 비활성화 될 예정입니다 6시간내 인증을      해주세요,[국제발신] Teegram정에 따라 정이 비활성화될 예정입니다[TIME] 간 내 인증을 해주세요
2025-03-07 00:00:00,기타,0000T??I??gram정책에따라 계정탈퇴 될 예정이니 6시간이내  ????????????을 ??????????????랍니다,TIgram 정책에 따라 계정 탈퇴될 예정이니[TIME] 간이내을 랍니다
2025-03-07 00:00:00,기타,[국외발신]T？？I？？gram？？？？？？에따라 ？？？？？될 예정이니 6시간이내 ？？？？？？을완료바랍니다,[국외 발신] TIgram에 따라 될 예정이니[TIME] 간이내을 완료 바랍니다
2025-03-07 00:00:00,기타,0000귀하의 텔레그램 개인정보 노출 감지 계정이 곧 잠금 됩니다 공식 홈에서 해결하세요.,귀하의 텔레그램 개인정보 노출 감지 계정이 곧 잠금됩니다공식 홈에서 해결하세요
2025-03-07 00:00:00,기타,[국외발신]귀하의TeIegram？？？？？이 비활성화될 예정이니  에 ？？？？인하여 ？？？증을 ？？？행해주세요,[국외 발신] 귀하의 TeIegram 이 비활성화될 예정이니에인하여증을 행해주세요
2025-03-07 00:00:00,기타,[국외발신]TeIegram정？？？에따라 탈퇴될 예？？？이니 6시간？？내 인？？？을 완？？？？랍？？？？.,[국외 발신] TeIegram정에 따라 탈퇴될 예이니[TIME] 간 내인을 완랍
2025-03-07 00:00:00,기타,[국외발신]고객 텔레그램 개인정보 보안 강화안내 계정 잠금 처리됩니다 공식 홈에서 해결하세요,[국외 발신] 고객 텔레그램 개인정보 보안 강화 안내 계정 잠금처리됩니다공식 홈에서 해결하세요
2025-03-07 00:00:00,기타,[국제발신]T el eg ram   책           정  니 6시간내 인   바랍니다.,[국제발신] Telegram 책정니[TIME] 간 내 인 바랍니다
2025-03-07 00:00:00,기타,T??el??e?gram????????? ???퇴예정??니 6시간내 인?????랍니??.,Telegram 퇴 예정니[TIME] 간 내인 랍니
2025-03-07 00:00:00,기타,[국외발신]텔레그램 회원계정 보안강화 요청 보안센터 접속후 인증하세요 계정 정지됩니다.,[국외 발신] 텔레그램 회원 계정 보안 강화 요청 보안센터 접속 후 인증하세요 계정 정지됩니다
2025-03-07 00:00:00,기타,[국제발신]T el  e gra m계정이 삭제되니 취소를 위해 공식 웹사이트에 로그인하세요,[국제발신] Telegram 계정이 삭제되니 취소를 위해 공식 웹사이트에 로그인하세요
2025-03-07 00:00:00,기타,텔레그램 시스템 강화 안내 보안 센터 접속해 인증하여 강화하세요 계정 정지 됩니다,텔레그램 시스템 강화 안내 보안센터 접속해 인증하여 강화하세요 계정 정지됩니다
2025-03-07 00:00:00,기타,[국제발신]텔레그램 귀하의 계정장시간 인증을 하지않아 계정삭제됩니다 보안센터 인증해주세요,[국제발신] 텔레그램 귀하의 계정장시간 인증을 하지 않아 계정 삭제됩니다 보안센터 인증해주세요
2025-03-07 00:00:00,기타,[국외발신]Telegram임시보완조치로 계정비활성화를 시작합니다.보완을 해제하려면 로그인하세요.,[국외 발신] Telegram 임시보완 조치로 계정 비활성화를 시작합니다 보완을 해제하려면 로그인하세요
2025-03-07 00:00:00,기타,[국외발신]？？e？？egr？？m？？정이 삭제될 예？？？이니 5시간 이내 인？？？？？랍니다.,[국외 발신] eegrm 정이 삭제될 예이니[TIME] 간이 내인 랍니다
2025-03-07 00:00:00,기타,[국제발신]T el egram정   상    퇴예정  니 6시간내 인     랍    .,[국제발신] Telegram 정상퇴 예정니[TIME] 간 내인 랍
2025-03-07 00:00:00,기타,[국제발신]Telegram귀하의 계정이 장시간 인증을 하지않아 계정이 정지 됩니다 홈페이지를 통해인증하세요,[국제발신] Telegram 귀하의 계정이 장시간 인증을 하지 않아 계정이 정지됩니다 홈페이지를 통해 인증하세요
2025-03-07 00:00:00,기타,[국제발신]T e l e gra m   책위반  로 탈    정이   5시간내    증  랍  다.,[국제발신] Telegram 책 위반 로 탈정이[TIME] 간 내 증랍다
2025-03-07 00:00:00,기타,T?el?eg?ram???책상 ??정이 ???퇴예정이니 6시간이내 인???바랍니다,Telegram 책상정이 퇴예정이니[TIME] 간이 내인 바랍니다
2025-03-07 00:00:00,공공기관,[국제발신][교통24]교통위반 사실확인.내용확인통보서발송되었습니다.조회하기,[국제발신][교통 24] 교통위반 사실 확인 내용 확인 통보서 발송되었습니다 조회하기
2025-03-07 00:00:00,공공기관,"[교통관리부]  감시촬영, 차량주차장 납부불이행 벌금통지 확인:",[교통관리부] 감시촬영 차량 주차장 납부 불이행 벌금 통지 확인[URL]
2025-03-07 00:00:00,공공기관,[국외발신]도로교통법규위반과징금 고지서부과(발송)됨을안내드립니다.,[국외 발신] 도로교통법규 위반 과징금 고지서 부과 발송됨을 안 내드립니다
2025-03-07 00:00:00,공공기관,[국외발신]귀하께 운전위반[신호미준수]벌칙금 고지서가 발송되었습니다.내용확인:,[국외 발신] 귀하께 운전 위반[신호 미준수] 벌칙금고지서가 발송되었습니다 내용 확인[URL]
2025-03-07 00:00:00,공공기관,[Web발신] [교통24]법적기준초과로인한 과태료부과통지서 전송완료. 확인하기:,[Web발신][교통 24] 법적 기준 초과로 인한 과태료 부과 통지서 전송 완료 확인하기[URL]
2025-03-07 00:00:00,공공기관,[국제발신] {경찰청}도로법미준수 사실확인 (*과태료납부사전통지서)도착 연람바람:,[국제발신][경찰청] 도로법 미준수 사실 확인과태료 납부 사전 통지서도착 연람바람[URL]
2025-03-07 00:00:00,금융,증권플러스 전용 홈페이지  주소 :,증권플러스 전용 홈페이지 주소[URL]
2025-03-07 00:00:00,공공기관,[Web발신]{정부24}법적기준초과로 인한과태료청구서가 전달되었습니다.내용확인:,[Web발신][정부 24] 법적 기준 초과로 인한 과태료 청구서가 전달되었습니다 내용 확인[URL]
2025-03-07 00:00:00,공공기관,[정부]법적기준초과로인한과징금청구서가 전달되었습니다.확인하기:,[정부] 법적 기준 초과로 인한 과징금 청구서가 전달되었습니다 확인하기[URL]
2025-03-07 00:00:00,공공기관,(민원24)페기물 분리수거 위반신고되어 알려드립니다.내용확인:,민원24페기물 분리수거 위반 신고되어 알려드립니다 내용 확인[URL]
2025-03-07 00:00:00,공공기관,[국제발신]{*정부24}귀하께 신호미준수범칙금부가 통지서발송완료.상세보기:,[국제발신][정부 24]귀하께 신호 미준수 범칙금 부가 통지서 발송 완료상세보기[URL]
2025-03-07 00:00:00,공공기관,0000[국제발신]{*정부24}귀하께 신호미준수범칙금부가 통지서발송완료.상세보기:,[국제발신][정부 24]귀하께 신호 미준수 범칙금 부가 통지서 발송 완료상세보기[URL]
2025-03-07 00:00:00,공공기관,[Web발신]귀하께 음식물분리수거 위반으로 신고접수되었습니다.내용확인:,[Web발신] 귀하께 음식물 분리수거 위반으로 신고 접수되었습니다 내용 확인[URL]
2025-03-08 00:00:00,기타,[국외발신]T？el？e？gram정？？？을 ？？반하여 계？？？삭？？ ？？정이니 6？？간？？ ？？？증？？랍？？다,[국외 발신] Telegram정을 반하여 계삭정이니 6간 증랍다
2025-03-08 00:00:00,기타,[국외발신]텔레그램 이용자 개인정보 노출 아이디 삭제 예정 입니다 보안센터 로그인 강화하세요,[국외 발신] 텔레그램 이용자 개인정보 노출 아이디 삭제 예정입니다 보안센터로그인 강화하세요
2025-03-08 00:00:00,기타,T??el??e??gram정??????을 ????반하여 계??????삭???? ????정이니 6????간???? ??????증????랍????다,Telegram정을 반하여 계삭정이니 6간 증랍다
2025-03-08 00:00:00,기타,[국제발신] Telegram비정상적인 로그인 감지.본인인증 완료해주세요.,[국제발신] Telegram 비정상적인 로그인 감지 본인 인증 완료해주세요
2025-03-08 00:00:00,기타,[국제발신][     그   ]정     반으로      이 삭제예정이니    속하여 취소바랍니다,[국제발신][그]정반으로 이 삭제 예정이니 속하여 취소 바랍니다
2025-03-08 00:00:00,기타,T??el??e??gram정??????을 ????반하여 계??????삭제 ????정이니 6????간???? ??????증????랍니다,Telegram정을 반하여 계삭 제정이니 6간 증랍니다
2025-03-08 00:00:00,공공기관,[Web발신]*[민 원 24] 주차장 결 제가 실패했습니다. 벌금 통지서 발행됨: (    ),[Web발신][민원 24] 주차장 결제가 실패했습니다 벌금 통지서 발행됨[URL]
2025-03-08 00:00:00,기타,[국외발신]Telegram비정상적인 로그인 감지.본인인증 완료해주세요.,[국외 발신] Telegram 비정상적인 로그인 감지 본인 인증 완료해주세요
2025-03-08 00:00:00,기타,0000TeIegram 위반 안내 현재 이용중인 계정은 12시간 이내 인증 되지 않을시 탈퇴예정,TeIegram 위반 안내현재 이용 중인 계정은[TIME] 간이 내 인증되지 않을 시 탈퇴 예정
2025-03-08 00:00:00,공공기관,[SMS][국제발신][경찰청교통민원]통보안내문자전송완료.확인바람:,[SMS][국제발신][경찰청 교통민원]통보 안내 문자전송 완료 확인 바람[URL]
2025-03-08 00:00:00,기타,[국제발신]Te  egra 로  인이 감  되었으니    증을 통     정을   호하세요,[국제발신] Teegra로인이감되었으니 증을 통정을 호하세요
2025-03-08 00:00:00,지인,*저희 어머니께서 어젯밤 23시에 뇌출혈로 인해 안타깝게도 돌아가셨습니다. 장례식장 오시는 길:<  >,저희 어머니께서 어젯밤[TIME]에 뇌출혈로 인해 안타깝게도 돌아가셨습니다 장례식장 오시는 길[URL]
2025-03-08 00:00:00,지인,<告>부친께서 숙환으로 오전에 별세하셨기에 삼가 알려드립니다. 장례식장주:,[告]부친께서 숙환으로 오전에 별세하셨기에 삼가 알려드립니 다 장례식장주[URL]
2025-03-08 00:00:00,공공기관,[Web발신][교통민원(이파인)24]운전 중 휴대폰 사용 벌점 보고서 발송완료,[Web발신][교통민원이 파인 24]운전 중 휴대폰 사용 벌점 보고서 발송 완료
2025-03-08 00:00:00,공공기관,[국외발신]불법주정차로인한과징금부과서가 전송되었습니다.확인:,[국외 발신] 불법 주정차로 인한 과징금 부과서가 전송되었습니다 확인 [URL]
2025-03-08 00:00:00,공공기관,[국제발신](*경찰청24)도로교통법규위반과징금청구서가 전달되었습니다.확인하기:,[국제발신] 경찰청 24도로 교통법규 위반 과징금 청구서가 전달되었습니다 확인하기[URL]
2025-03-08 00:00:00,공공기관,[국제발신]귀하께 운전법위반{*신호위반}범칙금청구 내용발송되었습니다.내용확인:,[국제발신] 귀하께 운전법 위반[신호위반] 범칙금 청구 내용 발송되었습니다 내용 확인[URL]
2025-03-08 00:00:00,공공기관,0000[국제발신]귀하게 불법주정차로 인한과징금부과서가 전송되었습니다.확인:,[국제발신] 귀하게 불법 주정차로 인한 과징금 부과서가 전송되었습니다 확인 [URL]
2025-03-08 00:00:00,공공기관,[국외발신](*교통24)무단주차 사실확인.청구서가전달되었습니다.상세보기:,[국외 발신] 교통 24무단 주차 사실 확인 청구서가 전달되었습니다 상세보기[URL]
2025-03-08 00:00:00,공공기관,[Web발신]귀하께 (*신호미준수)범칙금청구 내용전달되었습니다.자세보기:,[Web발신] 귀하께 신호 미준수 범칙금 청구 내용 전달되었습니다 자세보기[URL]
2025-03-08 00:00:00,공공기관,[Web발신][*경찰24] 귀하께도로법위반 벌점통지서발송. 내용확인:,[Web발신][경찰 24] 귀하께도로법 위반 벌점 통지서 발송 내용 확인[URL]
2025-03-08 00:00:00,공공기관,[국외발신]{-교통민원-}도로교통법규위반과징금청구서가 전달되었습니다.확인하기:,[국외 발신][교통민원도로 교통법규 위반 과징금 청구서가 전달되었습니다 확인하기[URL]
2025-03-08 00:00:00,공공기관,*알림* 고속도로 과속10% 과태료 부과되었습니다. 확인주소,알림 고속도로과속 10과 태료 부과되었습니다 확인 주소
2025-03-08 00:00:00,공공기관,[국제발신][교통24]교통법위반[신호위반]법칙금부가 내용전송되었습니다.내용확인:,[국제발신][교통 24] 교통법 위반[신호위반]법칙금 부가 내용 전송되었습니다 내용 확인[URL]
2025-03-08 00:00:00,공공기관,귀하께 도로교통법규위반과징금청구서가 전달되었습니다.확인하기:,귀하께도로교통법규 위반 과징금 청구서가 전달되었습니다 확인하기[URL]
2025-03-08 00:00:00,공공기관,[국제발신][국민보험공단]2024년일반(본인부담없음)무료검사대상자입니다.안내보기:,[국제발신][국민보험공단] 2024년 일반 본인부담 없음 무료검사 대상자입니다 안내보기[URL]
2025-03-08 00:00:00,공공기관,KISA 불법스팸 신고에 따른 48시간 후 통신사 이용정지 조치 상세:,KISA 불법 스팸신고에 따른 [TIME] 간후 통신사 이용정지 조치상세[URL]
2025-03-08 00:00:00,기타,[국제발신][텔래그램] 회원님의 계정에 해외 접속 로그인이 시도 되었습니다.차단을 원하시면 인증 바랍니다.,[국제발신][텔래그램] 회원님의 계정에 해외 접속 로그인이 시도되었습니다 차단을 원하시면 인증 바랍니다
2025-03-08 00:00:00,기타,TeIegram정???상 탈????정??니 6시????? 인?????? 완????랍??다.,TeIegram 정상 탈정니[TIME] 인완랍다
2025-03-08 00:00:00,기타,[국제발신]Telegram규정위반사유로 탈퇴예정. 접속하여 인   을 해주세요.,[국제발신] Telegram 규정 위반 사유로 탈퇴 예정 접속하여 인을 해주세요
2025-03-08 00:00:00,기타,[국제발신]T el e gram정   을 위반하여 계   삭     정이니 12  간      증  랍  다,[국제발신] Telegram정을 위반하여 계삭정이니 12간 증랍다
2025-03-08 00:00:00,기타,T?el?egram??정이 삭제 될 예???이니 5시간 이내 ???????????니다.,Telegram정이 삭제될 예이니[TIME] 간 이 내니다
2025-03-08 00:00:00,기타,Te?egram정???에 따라 ??정이 비활성화 될 예정입니다 6시간내 인증을 ?????해주세요,Teegram정에 따라 정이 비활성화될 예정입니다[TIME] 간 내 인증을 해주세요
2025-03-08 00:00:00,기타,[국제발신]Telegram  정이 비정상되어 보      화를 위해 재      해주시기 바랍니다.,[국제발신] Telegram정이 비정상 되어 보화를 위해 재해주시기 바랍니다
2025-03-08 00:00:00,기타,텔레그램 고객 계정 개인정보 강화 안내 곧 게정 잠금조치됩니다 공식 고객센터 해결,텔레그램 고객 계정 개인정보 강화 안내 곧게 정잠금 조치됩니다공식 고객센터 해결
2025-03-08 00:00:00,기타,사용자 정보 유출발생 보안 강화를 위해 공식 고객센터에서 보안단계를 강화하세요,사용자 정보 유출 발생 보안 강화를 위해 공식 고객센터에서 보안단계를 강화하세요
2025-03-08 00:00:00,기타,[국제발신]텔레그램 고객계정 보안강화 요청 보안센터 접속후 인증하세요 계정 정지예정 대상자입니다.,[국제발신] 텔레그램 고객 계정 보안 강화 요청 보안센터 접속 후 인증하세요 계정 정지 예정 대상자입니다
2025-03-08 00:00:00,기타,T?el?e?gram정???을 위반하여 계???삭제 예정이니 4??간?? ???증??랍??다,Telegram정을 위반하여 계삭제 예정이니 4간 증랍다
2025-03-08 00:00:00,택배,"[Web발신](CJ-대한통운)고객님구매한신물품 5/13도착예정,주소지재확인바람.",[Web발신] CJ대한통운 고객님 구매한 신물품[DATE] 도착 예정 주소지 재확인 바람
2025-03-08 00:00:00,택배,0000[CJ대한통운]신미영고객님주문물품 주소미확인으로 보관중입니다,[CJ대한통운]신미영 고객님 주문물품주소 미확인으로 보관 중입니다
2025-03-08 00:00:00,기타,[국제발신]T?el?e?gram정???을 ??반하여 계???삭제 ??정이니 6??간?? ???증??랍니다,[국제발신] Telegram정을 반하여 계삭 제정이니 6간 증랍니다
2025-03-08 00:00:00,기타,[국제발신]T?el?e?gram정???을 ??반하여 계???삭?? ??정이니 6??간?? ???증??랍??다,[국제발신] Telegram정을 반하여 계삭정이니 6간 증랍다
2025-03-08 00:00:00,공공기관,0000[정부24]도로주행미준수과징금부과서가 전송되었습니다.확인:,[정부 24]도로 주행 미준수 과징금 부과서가 전송되었습니다 확인[URL]
2025-03-08 00:00:00,공공기관,[Web발신]*쓰레기분류 오류에 대한 민원 및 벌칙 통지서 발송 확인:    [민원 24],[Web발신] 쓰레기 분류 오류에 대한 민원 및 벌칙통지서 발송 확인 [민원24]
2025-03-08 00:00:00,공공기관,0000음식물무단투기로인한과징금고지서가 발급되었습니다보기:,음식물 무단투기로 인한 과징금 고지서가 발급되었습니다 보기[URL]
2025-03-09 00:00:00,기타,[국외발신]T？el？e？gram정？？？ ？？반으로 계？？？삭제 ？？정 재？？？증되지 않을시 탈퇴예정,[국외 발신] Telegram 정반으로 계삭 제정재증되지 않을 시 탈퇴 예정
2025-03-09 00:00:00,기타,T?el?e?gram정??? 안내 계???삭제 ??정 12시간 ??간?? ???증요망,Telegram 정안 내 계삭제정[TIME] 간간증 요망
2025-03-09 00:00:00,기타,T?el?e?gram정???을 ??반하여 계???삭?? ??정이니 6??간?? ???증??랍??다,Telegram정을 반하여 계삭정이니 6간 증랍다
2025-03-09 00:00:00,기타,T?el?e?gram정???을 ??반하여 계???삭제 ??정이니 6??간?? ??????바랍니다,Telegram정을 반하여 계삭 제정이니 6간 바랍니다
2025-03-09 00:00:00,기타,[국외발신]T？el？e？gram정？？？을 ？？반하여 계？？？삭제 ？？정이니 6？？간내？？？？？？바랍니다,[국외 발신] Telegram정을 반하여 계삭 제정이니 6간 내 바랍니다
2025-03-09 00:00:00,기타,[국제발신]T el e gram정   을   반하여 계   삭제   정이니 6  간내      바랍니다,[국제발신] Telegram정을 반하여 계삭 제정이니 6간 내 바랍니다
2025-03-09 00:00:00,기타,T?el?e?gram정??? ??반안내 계???삭제 ??정 12??간?? ???증??랍니다,Telegram 정반 안내계 삭제정 12간 증랍니다
2025-03-09 00:00:00,기타,[국외발신]T？el？e？gram정？？？을？？반하여 계？？？삭제？？정이니 6？？간？？ ？？？증？？랍니다,[국외 발신] Telegram정을 반하여 계삭 제정이니 6간 증랍니다
2025-03-09 00:00:00,기타,[국외발신]귀하의WhatsApp？？정은 정지이니 보？？？검증은 공식 ？？객？？？터에 문의하세요,[국외 발신] 귀하의 Whats App정은 정지이니 보검증은 공식 객터에 문의하세요
2025-03-09 00:00:00,기타,[국외발신]귀하의WhatsApp ？？정은 정지이니 보？？？검증은 공식 ？？객？？？터에 문의하세요,[국외 발신] 귀하의 Whats App정은 정지이니 보검증은 공식 객터에 문의하세요
2025-03-09 00:00:00,기타,T??el??e??gram정??????을????반하여 계??????삭제????정이니 6????간???? ??????증????랍니다,Telegram정을 반하여 계삭 제정이니 6간 증랍니다
2025-03-09 00:00:00,기타,[국외발신]Te？Ie？gr？am？정？？？에따라 ？？？퇴？？정이？？ 6？？간내 ？？？？？？바랍니다,[국외 발신] TeIegram정에 따라 퇴정이 6간 내 바랍니다
2025-03-09 00:00:00,기타,[국외발신]T？el？e？gram정？？？을 ？？반하여 계？？？삭제 ？？정이니 6？？간？？ ？？？증？？랍니다,[국외 발신] Telegram정을 반하여 계삭 제정이니 6간 증랍니다
2025-03-09 00:00:00,기타,T??el??e??gram정??????을 ????반하여 계??????삭제 ????정이니 6????간???? ????????????바랍니다,Telegram정을 반하여 계삭 제정이니 6간 바랍니다
2025-03-09 00:00:00,기타,T??el??e??gram정??????을 ????반하여 계??????삭제 ????정이니 6????간내????????????바랍니다,Telegram정을 반하여 계삭 제정이니 6간 내 바랍니다
2025-03-09 00:00:00,기타,T??el??e??gram정??????을 ????반하여 계??????삭제 ????정이니 6????간내????????????바랍니다.,Telegram정을 반하여 계삭 제정이니 6간 내 바랍니다
2025-03-09 00:00:00,기타,[국외발신]T？e？l？e？gra？m비정？？？적인 ？？？？인이 감지.본？？？？？？증 완？？？？주세요,[국외 발신] Telegram 비정적인 인이 감지 본 증완주세요
2025-03-09 00:00:00,기타,0000![Tel??egram]사용규칙을 위??반하여 12시간 후 계정 해??지됩니다.   에 접속하여 인증하세요,[Telegram] 사용규칙을 위반하여 [TIME] 간 후 계정 해지됩니다에 접속하여 인증하세요
2025-03-09 00:00:00,기타,[국외발신]Te？Ie？g？r？am？？？？책상 탈？？？？정이？？ 6시간내 ？？？？？？바랍니다.,[국외 발신] TeIegram 책상 탈정이[TIME] 간내 바랍니다
2025-03-09 00:00:00,기타,[국제발신]T?el?e?gram정???을 ??반하여 계???삭제 ??정이니 6??간?? ??????바랍니다,[국제발신] Telegram정을 반하여 계삭 제정이니 6간 바랍니다
2025-03-09 00:00:00,기타,[국제발신]T?el?e?gram정???을 ??반하여 계???삭제 ??정이니 6??간내??????바랍니다,[국제발신] Telegram정을 반하여 계삭 제정이니 6간 내 바랍니다
2025-03-09 00:00:00,기타,[국제발신]T?el?e?gram정??? ??반으로 계???삭제 ??정 재???증되지 않을시 탈퇴예정,[국제발신] Telegram 정반으로 계삭 제정재증되지 않을 시 탈퇴 예정
2025-03-09 00:00:00,기타,[국외발신]T？e？l？e？gra？m비정？？？적인 로？？인이 감지.본？？？？？？증 완？？？？주세요.,[국외 발신] Telegram 비정적인 로인이 감지 본 증완주세요
2025-03-09 00:00:00,기타,[국외발신]Te？Ie？g？r？am？？？？？？？에따라 탈？？？？？？？이？？ 6시간내 ？？？？？？바랍？？？？.,[국외 발신] TeIegram에 따라 탈이[TIME] 간내 바랍
2025-03-09 00:00:00,기타,[국제발신]T?el?egra?m????책??? ???퇴예정??니 6??간?? 인???바랍니다.,[국제발신] Telegram책 퇴예정니 6간인 바랍니다
2025-03-09 00:00:00,공공기관,[Web발신] [*경찰청교통]도로교통법위반 과태료청구서가 전달되었습니다. 내용확인:,[Web발신][경찰청 교통] 도로교통법 위반 과태료 청구서가 전달되었습니다 내용 확인[URL]
2025-03-09 00:00:00,공공기관,0000[국제발신](경찰청24)도로교통법규위반과징금청구서가 전달되었습니다.확인하기:,[국제발신] 경찰청 24도로 교통법규 위반 과징금 청구서가 전달되었습니다 확인하기[URL]
2025-03-09 00:00:00,공공기관,[국외발신](-경찰청24-)도로교통법규위반과징금청구서가 전달되었습니다.확인하기:,[국외 발신] 경찰청 24도로 교통법규 위반 과징금 청구서가 전달되었습니다 확인하기[URL]
2025-03-09 00:00:00,공공기관,[국외발신]{*교통경찰}도로교통법규위반과징금청구서가 전달되었습니다.확인하기:,[국외 발신][교통경찰] 도로교통법규 위반 과징금 청구서가 전달되었습니다 확인하기[URL]
2025-03-09 00:00:00,공공기관,[국외발신] 귀하에게 도로주행미준수 내용이 확인접수되었습니다. 내용확인:,[국외 발신] 귀하에게 도로 주행 미준수 내용이 확인 접수되었습니다 내용 확인[URL]
2025-03-09 00:00:00,공공기관,0000[국제발신][경찰청교통(이파인)]통보안내문자전송완료.확인바람:,[국제발신][경찰청 교통이 파인 통보 안내문자 전송 완료 확인 바람[URL]
2025-03-09 00:00:00,공공기관,[교통경찰24(이파인)]도로법위반 벌점 보고서(발송)내용확인,[교통경찰 24이 파인 도로법 위반 벌점 보고서 발송 내용 확인
2025-03-09 00:00:00,공공기관,[교통경찰24(이파인)]도로법위반 벌점 보고서(전송)내용확인,[교통경찰 24이 파인 도로법 위반 벌점 보고서 전송 내용 확인
2025-03-09 00:00:00,공공기관,[국제발신][*정부]도로위 반 사실확인.벌점처벌 통지서 정상발송.내용확인:,[국제발신][정부] 도로 위반 사실 확인 벌점 처벌 통지서 정상 발송 내용 확인[URL]
2025-03-09 00:00:00,공공기관,[Web발신]귀하의 체납내역이 있습니다. 이에 따른 법적 절차가 진행될 예정입니다,[Web발신] 귀하의 체납 내역이 있습니다 이에 따른 법적 절차가 진행될 예정입니다
2025-03-09 00:00:00,공공기관,[Web발신]교통범칙금ㆍ과태료 통지서.발송 완료,[Web발신] 교통 범칙금 ㆍ과태료 통지서 발송 완료
2025-03-09 00:00:00,공공기관,[경찰청민원 (이파인)]교통법위반 벌점 통지서(발송)내용확인,[경찰청 민원이 파인 교통법 위반 벌점 통지서 발송 내용 확인
2025-03-09 00:00:00,공공기관,[교통관리] 위반차량 벌금을 기한 내에 납부하시기 바랍니다.,[교통관리] 위반차량 벌금을 기한 내에 납부하시기 바랍니다
2025-03-09 00:00:00,택배,[국제발신]【우체국】주소불명으로 고객님의 상품은 배송할 수 없습니다.주소를정확히입력해주세요:,[국제발신][우체국] 주소 불명으로 고객님의 상품은 배송할 수 없습니다 주소를 정확히 입력해 주세요[URL]
2025-03-09 00:00:00,택배,[Web발신]배송불가&l;도로명불일치&g;앱 다운로드주소지확인부탁드립니다,[Web발신] 배송 불가l도로명 불일치 g 앱 다운로드 주소지 확인 부탁드립니다
2025-03-09 00:00:00,기타,[국제발신][Telegram] 보안강화를 위해 링크를 통해 인증을 진행해주세요.,[국제발신][Telegram] 보안 강화를 위해 링크를 통해 인증을 진행해주세요
2025-03-09 00:00:00,기타,텔레그렘 사용정책 위반에 따라 계정이 비활성화 될 예정입니다 15시간내로 본인인증을 완료해주세요,텔레그렘 사용 정책 위반에 따라 계정이 비활성화될 예정입니다[TIME] 간 내로 본인 인증을 완료해주세요
2025-03-09 00:00:00,기타,TeIegram사용정책 위반에 따라 계정이 비활성화 될 예정입니다 6시간내로 본인인증을완료해주세요,TeIegram 사용정책 위반에 따라 계정이 비활성화될 예정입니다[TIME] 간 내로 본인 인증을 완료해주세요
2025-03-09 00:00:00,기타,[국외발신]텔레그렘 사용정책 위반에 따라 계정이 비활성화 될 예정입니다 12시간내로 본인인증을 완료해주세요,[국외 발신] 텔레그렘 사용 정책 위반에 따라 계정이 비활성화될 예정입니다[TIME] 간 내로 본인 인증을 완료해주세요
2025-03-09 00:00:00,기타,[국외발신]Telegram 귀하계정에 보안문제 경고가 있습니다.홈페이지에 접속해 인증해 주세요.,[국외 발신] Telegram 귀하계정에 보안 문제 경고가 있습니다 홈페이지에 접속해 인증해주세요
2025-03-09 00:00:00,기타,TeIegram정   에 따라 계정이 비활성화 될 예정이니6시간내로    증을      해주세요,TeIegram정에 따라 계정이 비활성화될 예정이니[TIME] 간 내로증을 해주세요
2025-03-09 00:00:00,기타,[Telegram]국외장소에서 다른 세션 활동 확인.홈페이지 접속후 재연동 해주세요.,[Telegram] 국외 장소에서 다른 세션 활동 확인 홈페이지 접속 후 재연동해주세요
